"age","two_year_recid","c_charge_degree","sex","priors_count","length_of_stay","race","unrelated_column_one","unrelated_column_two"
22,"0","F","Male",1,1,0,1,1
22,"0","F","Male",1,1,0,1,1
22,"0","F","Male",1,1,0,0,1
22,"1","F","Male",2,1,1,1,0
49,"1","F","Male",1,1,0,0,1
43,"1","F","Male",1,2,0,1,1
22,"1","F","Male",16,36,0,1,1
38,"1","F","Female",1,1,0,0,1
40,"0","F","Male",1,0,0,1,1
43,"1","F","Male",4,1,1,1,1
60,"0","F","Male",13,0,0,0,0
60,"1","F","Male",13,2,1,1,1
60,"0","F","Male",0,4,1,0,0
60,"1","M","Male",13,2,1,1,0
44,"1","F","Male",8,2,1,1,0
60,"1","F","Female",13,2,1,0,0
60,"1","M","Male",13,3,1,1,0
60,"0","F","Male",13,2,1,1,1
27,"1","F","Male",1,0,0,0,0
61,"1","F","Male",13,2,1,0,0
60,"1","F","Female",1,2,1,0,0
60,"1","F","Male",0,1,1,0,0
22,"0","F","Male",0,2,1,0,0
30,"1","F","Male",13,162,1,0,0
24,"1","F","Male",13,1,1,0,1
60,"0","F","Male",1,2,1,0,0
25,"1","F","Male",30,13,1,1,0
60,"0","F","Female",13,2,1,0,1
32,"1","F","Male",13,2,1,1,1
60,"1","F","Female",13,2,1,0,0
30,"0","M","Male",0,2,1,0,0
60,"1","F","Male",2,2,0,0,0
60,"1","F","Male",13,3,1,1,0
60,"0","F","Male",0,22,0,0,0
60,"0","M","Male",0,0,0,1,1
60,"1","F","Male",13,2,1,0,0
60,"1","F","Male",20,6,0,0,0
55,"0","F","Male",1,0,1,1,1
20,"1","F","Male",2,1,1,0,0
34,"1","F","Male",8,2,1,0,0
38,"1","M","Male",13,2,1,0,1
60,"0","F","Male",13,24,1,0,1
60,"1","F","Male",3,2,1,0,0
33,"1","F","Male",2,2,0,0,0
20,"1","F","Male",13,1,1,0,1
60,"1","F","Female",2,1,0,0,0
21,"1","F","Male",0,11,1,1,1
46,"1","F","Male",13,29,0,0,0
60,"1","F","Male",0,0,1,0,1
60,"1","F","Male",4,2,1,0,0
60,"1","F","Male",13,2,1,0,0
60,"0","F","Male",1,2,1,0,1
60,"0","F","Male",13,9,1,0,0
30,"1","F","Male",10,31,1,0,0
40,"1","F","Male",13,1,1,0,0
24,"1","F","Female",13,2,0,0,0
26,"0","M","Female",13,0,1,0,0
60,"0","M","Female",7,18,1,0,0
60,"0","F","Male",1,2,1,0,0
60,"1","F","Male",3,2,1,1,0
51,"0","F","Male",13,0,1,0,1
60,"1","M","Male",13,1,1,0,0
60,"1","F","Male",13,8,1,0,1
26,"1","F","Male",2,1,1,1,0
60,"1","F","Male",13,2,1,0,1
60,"1","F","Male",2,0,0,1,0
31,"1","F","Male",11,0,1,1,0
29,"1","M","Female",13,0,1,0,0
31,"1","F","Male",6,2,1,1,0
48,"0","M","Male",0,1,1,0,0
40,"1","M","Male",0,2,0,1,0
60,"0","F","Male",4,0,0,0,0
28,"1","F","Male",13,1,1,0,0
38,"0","F","Male",13,2,1,0,0
49,"1","F","Male",13,1,1,1,0
60,"1","F","Male",13,7,1,0,1
46,"1","F","Male",13,0,0,0,0
60,"1","F","Male",3,1,1,0,0
60,"0","F","Male",0,2,1,1,0
60,"0","F","Male",13,2,0,0,0
60,"1","F","Male",13,1,1,0,0
60,"1","F","Male",0,1,0,0,0
60,"1","F","Male",13,1,1,0,1
60,"1","F","Male",11,2,1,0,0
20,"1","F","Male",13,2,1,0,0
26,"1","F","Male",13,2,1,0,1
60,"1","F","Male",2,1,1,0,0
29,"1","F","Male",13,5,1,0,0
52,"0","F","Male",0,1,0,0,1
36,"1","F","Male",0,2,1,1,0
60,"1","F","Female",0,52,1,0,0
60,"1","M","Male",0,1,1,0,0
60,"1","F","Male",13,2,0,0,1
24,"1","F","Male",1,2,1,0,1
60,"1","M","Male",13,2,0,1,1
60,"1","F","Male",12,2,1,0,0
60,"1","F","Male",13,2,1,0,0
60,"1","M","Male",0,1,0,0,0
60,"1","F","Female",13,1,1,0,0
60,"0","M","Male",13,9,0,1,1
60,"0","F","Male",0,2,1,1,0
60,"1","F","Male",13,-1,1,0,0
60,"1","F","Male",0,42,1,0,0
40,"1","F","Male",0,2,1,1,0
43,"1","F","Male",10,2,1,0,0
60,"0","F","Male",7,2,1,0,0
24,"1","F","Male",13,2,1,0,1
23,"1","F","Female",0,2,1,0,0
58,"0","F","Male",3,2,1,0,0
60,"1","F","Male",17,2,0,1,0
43,"1","F","Male",1,6,0,1,1
36,"0","F","Male",1,170,0,0,1
37,"0","M","Female",1,0,0,0,0
43,"0","F","Male",1,0,0,0,1
27,"1","M","Male",1,1,0,0,1
25,"0","F","Male",1,46,0,0,1
43,"0","F","Male",1,29,0,1,1
32,"0","F","Male",5,1,1,0,0
30,"0","M","Male",1,1,0,0,0
25,"1","M","Male",1,0,0,0,0
43,"0","F","Male",1,3,0,0,0
43,"0","M","Male",1,1,0,1,0
21,"0","F","Male",1,0,0,0,1
43,"0","F","Male",1,0,0,0,1
21,"1","F","Male",1,2,0,0,1
43,"0","F","Male",1,0,0,0,1
43,"1","F","Male",1,69,0,0,0
43,"0","F","Male",1,1,0,0,1
43,"0","F","Female",1,1,0,0,1
39,"0","F","Male",2,1,0,0,1
43,"0","F","Male",1,1,0,1,1
42,"0","F","Female",2,1,0,0,1
43,"1","F","Male",10,4,1,0,0
46,"0","F","Male",1,1,0,0,1
43,"0","F","Female",1,2,1,0,0
59,"0","F","Male",0,5,0,0,1
29,"0","F","Male",1,0,1,0,1
46,"1","F","Male",1,1,0,0,1
43,"0","F","Female",0,32,0,0,1
43,"0","F","Male",1,1,1,0,1
21,"0","F","Male",1,1,0,0,1
30,"0","F","Male",3,56,0,0,0
29,"0","F","Male",1,1,1,1,1
43,"0","F","Male",1,1,1,1,1
21,"0","M","Male",1,1,1,1,0
43,"0","F","Male",3,1,0,0,1
57,"0","F","Male",0,1,0,0,1
43,"0","F","Male",1,0,0,1,0
23,"0","F","Male",1,1,0,0,0
43,"0","F","Male",1,1,0,0,1
43,"0","F","Male",1,108,1,0,1
43,"0","F","Male",1,1,0,0,0
45,"0","F","Male",2,0,0,0,0
43,"0","F","Male",1,0,1,1,0
43,"0","F","Male",6,6,0,0,1
26,"0","F","Male",1,4,0,0,1
43,"1","M","Male",1,1,0,0,1
43,"0","F","Male",1,1,0,0,1
24,"0","F","Male",1,1,1,0,1
51,"0","F","Male",1,1,1,1,1
43,"0","F","Male",1,1,0,0,1
43,"0","F","Male",1,1,0,0,1
43,"1","F","Male",7,0,0,0,1
43,"0","F","Male",1,1,0,0,1
43,"0","F","Male",13,28,0,0,1
59,"1","F","Male",15,32,1,0,1
29,"1","M","Male",1,60,1,0,1
38,"1","F","Male",3,0,1,0,1
27,"0","F","Male",0,1,0,0,0
43,"0","F","Male",1,10,0,0,1
43,"0","F","Male",1,1,0,0,0
45,"0","F","Male",6,152,0,0,1
43,"0","F","Female",1,1,1,0,1
24,"1","F","Male",1,1,0,1,1
42,"0","F","Male",2,1,0,0,0
43,"1","F","Male",1,0,1,0,1
43,"0","F","Male",0,1,1,0,1
43,"1","M","Male",1,1,1,0,0
22,"0","F","Male",0,1,0,0,0
43,"0","F","Male",1,2,1,0,1
33,"0","F","Male",5,30,0,0,1
43,"0","F","Male",1,1,0,0,1
43,"1","F","Male",3,4,0,0,0
53,"1","F","Male",1,59,1,0,0
43,"0","F","Male",1,1,1,0,0
21,"0","F","Male",1,1,0,0,0
30,"0","F","Male",1,33,0,0,1
43,"1","F","Male",1,1,1,1,1
43,"0","F","Male",13,1,1,0,1
20,"1","M","Female",0,2,0,0,1
43,"0","F","Female",0,1,0,0,0
48,"0","F","Male",1,1,0,1,1
43,"0","F","Male",1,1,1,0,1
43,"1","F","Male",25,1,1,1,0
47,"0","F","Male",1,41,1,1,1
34,"0","M","Male",4,2,1,0,1
28,"0","F","Male",2,3,0,0,1
43,"0","F","Male",2,1,0,0,1
26,"0","F","Male",0,1,0,0,1
43,"1","F","Male",1,1,0,1,1
43,"0","F","Male",0,1,0,1,1
43,"1","F","Female",1,1,0,0,1
28,"0","F","Male",1,1,0,1,0
22,"1","F","Male",1,1,1,1,1
43,"0","F","Male",1,1,0,1,1
43,"0","F","Male",4,1,0,0,1
43,"1","F","Male",2,1,0,0,1
43,"0","F","Male",1,1,0,0,0
43,"1","F","Female",2,1,1,0,1
21,"0","F","Male",0,0,0,0,1
36,"0","F","Male",0,0,0,1,0
37,"1","M","Male",0,0,0,0,1
37,"0","M","Male",0,0,0,0,0
26,"1","F","Male",0,1,1,0,1
37,"0","M","Male",1,0,0,0,1
36,"0","F","Male",1,0,0,0,0
37,"0","M","Male",0,1,0,0,0
37,"0","F","Male",0,1,1,0,0
47,"0","M","Male",0,0,0,0,0
21,"0","M","Male",0,0,0,1,0
28,"0","M","Male",17,10,0,0,0
37,"0","M","Male",0,1,1,0,0
32,"0","M","Male",0,0,0,0,0
37,"0","F","Male",0,0,0,0,0
19,"0","M","Male",0,-1,0,0,0
30,"0","M","Male",0,1,0,1,0
24,"0","M","Male",0,0,0,1,0
26,"0","F","Male",0,1,0,1,0
28,"0","F","Male",0,0,0,0,0
36,"0","M","Male",0,0,0,1,1
61,"0","M","Male",0,0,0,0,0
33,"0","F","Male",1,1,0,1,0
36,"0","M","Male",0,1,0,0,0
37,"0","M","Male",17,0,0,1,1
37,"1","F","Male",3,1,0,0,0
34,"0","M","Male",0,0,1,0,1
37,"0","M","Male",0,0,1,0,1
37,"1","M","Male",0,0,0,1,0
43,"0","M","Male",3,0,1,1,0
21,"1","F","Male",1,0,0,0,0
37,"1","M","Male",4,0,0,0,0
37,"0","F","Male",0,0,0,0,0
29,"0","M","Male",0,0,0,0,0
37,"0","M","Female",0,0,1,0,0
44,"0","M","Male",0,0,0,1,0
37,"0","F","Male",0,0,0,0,0
26,"0","F","Male",0,24,1,1,0
60,"1","M","Male",0,248,1,0,1
34,"0","M","Male",0,1,1,1,0
37,"1","F","Male",0,0,0,1,0
21,"0","F","Male",0,0,1,0,0
37,"1","M","Male",14,1,0,0,0
68,"0","F","Male",0,0,1,0,0
26,"0","M","Male",0,0,0,1,1
37,"0","M","Male",8,0,0,0,0
37,"0","F","Male",0,1,1,0,1
37,"0","M","Male",10,233,0,0,0
37,"0","M","Male",0,0,1,0,0
35,"1","F","Male",0,0,0,0,0
57,"0","M","Male",0,1,0,0,1
21,"0","M","Male",0,242,1,0,1
50,"0","M","Male",0,242,0,0,0
43,"0","M","Male",1,1,0,1,0
39,"0","M","Female",2,2,0,0,0
37,"1","F","Male",0,0,0,0,0
37,"1","M","Male",1,0,1,0,0
26,"0","M","Male",0,1,0,0,0
37,"0","F","Male",0,0,0,0,0
37,"0","M","Male",1,0,1,0,1
30,"0","M","Female",0,0,1,0,1
53,"1","M","Male",0,7,0,0,0
37,"0","M","Male",0,0,1,1,1
21,"0","M","Male",1,1,0,0,0
37,"0","M","Male",1,0,0,0,0
33,"1","M","Male",0,241,0,0,0
37,"0","M","Male",0,0,0,1,0
54,"0","M","Male",0,0,0,1,0
41,"0","F","Male",0,0,0,1,0
37,"0","F","Male",0,0,0,0,0
39,"1","M","Male",0,0,0,1,0
26,"0","M","Male",1,1,0,1,0
25,"1","M","Male",0,4,1,0,0
37,"0","M","Female",0,3,0,1,0
27,"1","M","Male",0,11,0,0,0
37,"0","M","Male",0,28,0,1,0
37,"0","M","Male",0,5,0,0,0
37,"0","F","Male",1,0,1,1,0
37,"0","M","Male",1,0,0,0,1
20,"1","M","Male",0,0,0,1,0
37,"0","M","Female",0,0,0,0,1
37,"0","M","Male",0,0,1,0,0
57,"0","M","Male",0,1,1,0,1
20,"0","F","Male",0,0,0,0,0
54,"0","F","Male",0,7,1,0,1
37,"0","M","Male",1,0,0,0,0
37,"0","M","Male",3,0,1,0,0
24,"0","M","Male",0,0,0,0,0
33,"0","M","Male",0,0,0,0,0
35,"0","M","Male",0,0,0,0,1
37,"0","F","Male",0,1,1,0,0
35,"0","M","Male",9,1,1,0,0
37,"0","F","Male",6,11,0,1,0
35,"0","M","Male",2,0,0,0,0
45,"0","M","Male",5,0,0,0,0
46,"0","F","Male",0,0,0,1,0
29,"0","M","Male",0,0,1,0,0
22,"0","M","Male",2,0,0,0,0
37,"0","M","Male",0,0,0,0,1
25,"0","M","Male",0,0,0,0,0
21,"0","F","Male",0,1,0,0,0
34,"0","F","Male",0,1,0,0,0
29,"0","F","Female",0,2,0,0,0
34,"0","F","Male",0,6,1,0,0
34,"0","F","Male",2,2,1,0,0
57,"0","F","Male",4,2,0,1,0
30,"0","M","Female",2,2,0,0,0
29,"0","F","Male",2,2,0,0,0
34,"0","F","Male",2,2,0,0,0
34,"0","F","Male",2,2,0,0,1
34,"0","F","Male",25,2,1,0,1
55,"0","F","Male",2,0,0,0,0
22,"0","F","Male",2,2,0,0,0
22,"0","F","Male",2,17,0,0,0
30,"1","M","Male",13,38,0,0,0
24,"0","M","Female",2,310,0,1,0
34,"1","F","Male",0,2,1,1,0
50,"0","F","Male",3,2,0,0,1
34,"0","F","Female",2,2,0,0,0
34,"0","F","Male",4,2,0,1,0
39,"0","M","Female",2,2,0,0,0
34,"0","F","Male",2,2,0,0,1
21,"0","F","Male",0,2,1,0,0
34,"0","F","Male",2,0,0,0,0
34,"1","M","Male",2,2,0,1,0
31,"0","F","Female",0,2,1,0,0
23,"1","F","Male",1,2,0,0,1
21,"1","F","Male",2,2,0,0,0
34,"0","F","Male",2,243,1,0,0
34,"0","F","Male",0,2,0,0,1
34,"0","M","Female",1,0,1,0,0
21,"0","F","Male",12,2,0,1,0
34,"1","F","Male",14,2,0,1,0
22,"0","M","Male",2,1,0,0,0
34,"1","F","Male",8,2,0,0,1
34,"1","M","Male",2,0,0,0,0
34,"1","F","Male",2,2,0,0,0
34,"0","F","Male",0,23,0,0,0
34,"1","F","Male",2,2,0,0,0
39,"0","F","Male",2,2,0,1,0
22,"1","F","Female",0,2,0,1,1
24,"0","F","Male",0,1,0,1,1
34,"0","F","Male",2,2,1,0,0
48,"0","F","Male",4,2,0,0,0
34,"0","M","Male",4,2,0,0,0
21,"0","F","Male",0,1,0,1,0
24,"0","F","Male",2,80,1,0,0
34,"0","M","Male",2,2,0,0,0
34,"0","M","Male",2,0,0,1,0
34,"0","M","Male",2,2,0,1,0
34,"0","F","Male",2,2,0,0,1
33,"0","F","Male",2,2,0,0,1
26,"0","M","Male",2,2,0,0,0
34,"0","F","Male",2,1,0,0,0
19,"0","M","Male",0,1,0,1,1
34,"0","F","Male",3,128,0,0,0
34,"1","F","Male",2,2,0,0,0
34,"0","F","Male",13,0,1,0,0
34,"0","F","Male",8,2,1,0,0
34,"0","F","Male",1,2,1,0,1
20,"1","F","Male",2,52,0,0,0
60,"0","F","Male",2,2,0,0,0
34,"0","F","Male",2,2,0,0,0
35,"1","F","Male",1,2,1,0,0
32,"0","M","Male",25,85,0,0,0
34,"0","F","Male",11,1,0,0,0
34,"0","M","Male",0,2,0,0,1
34,"0","F","Male",2,2,0,0,0
34,"0","M","Male",0,2,1,0,0
34,"0","F","Male",2,42,1,0,0
40,"0","F","Male",2,2,1,0,0
34,"0","M","Male",2,1,0,0,0
34,"0","F","Male",2,1,0,0,0
54,"0","F","Male",20,2,0,1,0
34,"1","F","Male",7,2,0,0,0
34,"0","F","Female",0,-1,0,0,0
34,"0","F","Male",1,2,0,0,0
51,"1","F","Male",14,0,0,0,1
34,"0","F","Male",2,2,0,0,0
34,"0","F","Male",2,34,0,0,0
34,"0","F","Male",2,23,1,0,0
34,"0","F","Male",2,2,0,0,1
25,"1","F","Male",2,2,0,1,0
31,"0","M","Male",2,2,1,1,0
21,"1","F","Female",3,434,0,0,1
34,"0","F","Male",2,2,0,0,1
71,"0","F","Male",7,2,0,0,1
34,"1","F","Male",0,0,0,0,1
35,"0","F","Male",12,2,0,1,0
69,"0","F","Male",2,2,0,0,0
39,"0","F","Male",0,2,0,0,0
25,"0","M","Male",2,2,0,0,0
34,"0","F","Male",2,-1,0,0,0
23,"0","F","Male",1,2,0,0,0
34,"0","F","Male",3,3,0,1,0
55,"0","M","Male",0,2,0,0,0
34,"0","F","Male",0,3,0,0,0
34,"1","F","Male",0,6,0,0,0
31,"0","F","Male",0,0,0,0,1
26,"0","F","Male",0,2,0,1,0
34,"0","F","Male",11,3,0,0,0
39,"0","M","Male",0,11,0,0,1
59,"0","F","Male",0,-1,0,0,0
62,"0","F","Male",0,0,0,1,1
62,"0","M","Male",0,-1,0,0,0
22,"1","M","Male",3,-1,0,0,1
44,"1","M","Male",0,1,0,0,1
62,"0","F","Male",9,55,1,0,1
62,"1","F","Male",2,1,1,1,1
62,"0","M","Male",0,-1,0,0,0
43,"0","M","Female",0,-1,0,0,1
62,"0","M","Male",0,0,0,0,0
62,"0","F","Male",0,1,0,0,1
32,"0","M","Male",0,-1,1,1,1
30,"0","M","Female",1,37,1,0,1
25,"0","F","Male",0,1,0,0,1
62,"1","F","Male",0,46,0,0,0
62,"1","M","Male",0,-1,0,0,1
62,"0","M","Male",0,185,1,0,1
62,"0","M","Female",0,-1,0,0,1
62,"1","M","Male",3,-1,0,1,1
62,"0","M","Male",0,0,0,0,1
62,"0","F","Male",0,-1,0,1,1
62,"0","F","Male",0,208,1,0,1
62,"0","M","Male",0,3,0,0,0
26,"1","M","Male",1,67,1,1,0
45,"0","M","Female",0,-1,0,0,0
62,"1","M","Male",0,-1,0,0,1
62,"0","M","Male",0,2,1,1,1
62,"0","M","Male",0,-1,0,1,1
62,"0","M","Male",0,-1,1,0,1
62,"0","M","Male",0,-1,0,0,1
62,"0","M","Male",0,-1,0,0,1
50,"0","M","Male",0,0,1,0,1
42,"1","F","Male",0,34,0,0,1
62,"0","M","Male",0,0,0,0,1
43,"0","F","Male",5,9,0,0,1
62,"1","M","Female",5,0,0,0,1
24,"1","F","Female",0,0,0,0,1
62,"0","M","Male",0,0,0,0,1
62,"0","M","Male",0,0,0,1,1
62,"0","M","Male",0,1,0,0,0
62,"0","F","Male",0,10,0,0,1
62,"0","M","Male",0,2,0,1,0
30,"0","F","Male",0,-1,0,0,1
36,"0","F","Male",0,0,1,0,0
33,"0","F","Male",3,0,0,0,1
62,"0","M","Male",0,30,1,0,0
62,"1","M","Male",0,521,1,1,1
62,"1","F","Male",0,-1,0,0,1
62,"0","F","Female",3,5,1,0,1
62,"0","M","Male",4,33,0,1,1
62,"0","F","Male",5,0,0,0,1
46,"0","M","Male",5,54,1,0,1
62,"0","M","Male",0,-1,0,0,1
62,"0","F","Male",5,1,0,0,0
62,"0","M","Male",0,1,0,1,1
62,"0","F","Male",0,0,0,1,1
62,"0","F","Male",3,-1,0,0,1
55,"0","M","Male",0,-1,0,0,1
62,"1","F","Male",10,-1,1,0,0
62,"0","M","Male",0,-1,0,0,1
48,"0","M","Male",2,0,0,1,1
33,"0","M","Male",0,4,0,0,1
21,"0","M","Male",1,18,0,0,1
62,"0","M","Male",1,64,1,1,0
62,"0","F","Male",0,-1,1,0,0
62,"1","M","Male",0,2,0,0,0
62,"0","M","Female",0,-1,1,0,1
34,"0","M","Male",2,0,0,1,1
32,"1","F","Male",7,-1,0,0,0
62,"1","M","Male",4,-1,1,0,1
62,"1","F","Male",3,1,0,0,1
62,"0","F","Male",0,1,0,0,1
62,"0","M","Male",0,1,0,1,1
23,"0","M","Male",0,-1,0,0,1
62,"0","M","Male",0,-1,1,1,1
62,"1","M","Male",0,-1,0,0,0
62,"0","M","Male",0,-1,0,0,1
62,"0","M","Male",3,-1,0,1,0
62,"0","M","Male",0,0,0,1,1
26,"0","F","Male",0,-1,0,0,1
23,"0","F","Male",0,-1,1,0,1
62,"0","M","Male",0,5,1,0,1
62,"1","F","Male",0,3,1,0,1
46,"0","F","Male",6,-1,0,1,1
29,"0","M","Male",0,-1,0,0,1
62,"1","F","Male",0,-1,0,0,1
20,"1","F","Male",0,6,0,0,1
36,"0","F","Male",0,-1,0,1,0
62,"1","M","Male",0,-1,0,0,1
62,"0","F","Female",0,1,0,0,1
41,"0","F","Male",0,0,0,1,1
22,"0","M","Male",0,-1,1,0,1
34,"1","F","Male",15,1,0,0,1
40,"0","F","Male",0,0,0,0,0
32,"1","M","Male",0,21,0,0,0
62,"0","M","Male",0,1,1,1,1
22,"1","F","Male",1,-1,1,1,1
62,"0","F","Male",0,-1,1,0,1
65,"0","M","Male",0,-1,0,0,0
34,"0","F","Male",12,0,1,0,0
36,"0","M","Female",2,0,0,0,0
36,"0","F","Male",0,0,0,0,0
36,"0","M","Male",1,0,0,1,0
21,"0","M","Male",1,0,0,0,0
36,"0","M","Male",2,0,0,0,0
66,"0","M","Male",2,0,1,0,0
34,"0","M","Male",5,0,0,0,1
36,"0","M","Male",2,0,0,1,1
36,"0","M","Male",2,0,1,0,0
31,"1","F","Male",3,0,0,1,0
53,"0","M","Male",2,0,0,0,0
36,"0","M","Male",0,0,0,0,1
36,"0","F","Male",0,0,1,0,0
39,"0","M","Male",2,0,0,0,0
36,"0","M","Female",0,0,0,1,0
36,"0","M","Male",0,0,0,0,0
32,"0","F","Male",5,0,1,1,0
36,"0","M","Male",2,0,0,0,0
36,"0","M","Male",0,0,1,0,0
36,"0","M","Male",2,0,0,0,0
22,"0","M","Male",2,0,1,1,0
33,"0","M","Male",5,0,0,0,1
36,"1","M","Male",2,0,0,0,0
36,"1","F","Female",2,0,0,1,0
30,"0","M","Male",1,0,0,0,0
36,"0","F","Male",2,0,1,1,0
36,"0","M","Male",10,29,0,0,0
40,"0","M","Male",2,0,0,0,0
36,"0","M","Male",2,0,0,0,0
23,"0","F","Male",2,0,1,0,0
41,"0","M","Female",17,8,0,0,0
33,"1","M","Male",4,0,0,0,0
36,"0","F","Male",0,0,0,0,0
34,"1","F","Male",2,0,0,0,0
36,"1","M","Male",2,1,1,1,0
36,"0","M","Male",2,0,0,0,0
31,"0","M","Female",1,1,0,0,0
36,"1","F","Male",2,0,0,0,0
36,"0","F","Male",4,0,0,0,0
36,"0","M","Male",2,0,0,0,0
55,"0","M","Male",0,0,0,0,0
36,"0","M","Female",2,0,1,1,1
36,"0","M","Female",1,-1,1,0,1
36,"0","M","Male",3,0,0,0,0
36,"0","M","Male",2,5,1,1,0
45,"0","M","Male",14,1,1,0,0
36,"1","F","Male",3,1,0,0,0
41,"0","M","Male",2,1,0,0,0
36,"0","F","Female",0,0,0,0,0
29,"0","M","Male",2,0,0,0,0
48,"0","M","Male",2,0,0,0,1
36,"1","M","Male",2,83,0,1,0
24,"0","M","Female",0,6,1,0,0
36,"1","F","Male",2,0,0,0,0
36,"1","M","Male",1,1,0,1,1
22,"0","M","Male",2,0,0,0,1
36,"0","F","Female",2,0,0,0,0
36,"1","F","Male",2,0,1,0,0
36,"0","M","Male",2,1,0,0,0
36,"1","M","Male",1,0,0,0,0
20,"0","M","Male",2,0,0,0,0
36,"1","M","Male",1,0,1,1,1
53,"0","M","Male",1,0,0,0,1
36,"0","M","Male",5,0,0,1,0
24,"1","M","Male",2,0,0,0,0
62,"0","M","Male",2,0,0,1,0
36,"0","F","Male",0,0,0,1,0
36,"1","M","Male",0,0,0,0,0
36,"0","M","Male",2,0,0,0,1
39,"0","M","Male",2,2,0,0,0
48,"1","F","Male",2,0,0,0,0
48,"0","M","Male",2,10,0,0,0
33,"0","F","Male",2,-1,0,0,0
57,"0","M","Male",2,0,0,0,0
36,"0","M","Male",0,8,1,1,1
36,"0","M","Male",2,2,0,1,1
36,"0","M","Female",2,0,0,0,0
36,"0","F","Male",2,0,0,0,0
36,"0","M","Female",1,0,0,0,0
36,"0","F","Male",2,0,1,1,1
22,"1","M","Male",2,11,0,1,0
23,"0","F","Male",2,1,1,0,0
59,"0","F","Male",20,31,0,0,0
26,"0","M","Male",1,1,0,1,0
34,"0","F","Male",2,0,0,0,1
36,"0","M","Male",2,0,0,0,0
36,"1","F","Male",2,0,0,0,0
36,"0","M","Male",1,1,0,0,1
36,"1","F","Male",7,38,1,0,0
27,"1","M","Male",1,0,1,0,0
55,"0","M","Male",1,0,0,0,0
