"population.numeric","householdsize.numeric","racepctblack.numeric","racePctWhite.numeric","racePctAsian.numeric","racePctHisp.numeric","agePct12t21.numeric","agePct12t29.numeric","agePct16t24.numeric","agePct65up.numeric","numbUrban.numeric","pctUrban.numeric","medIncome.numeric","pctWWage.numeric","pctWFarmSelf.numeric","pctWInvInc.numeric","pctWSocSec.numeric","pctWPubAsst.numeric","pctWRetire.numeric","medFamInc.numeric","perCapInc.numeric","whitePerCap.numeric","blackPerCap.numeric","indianPerCap.numeric","AsianPerCap.numeric","HispPerCap.numeric","NumUnderPov.numeric","PctPopUnderPov.numeric","PctLess9thGrade.numeric","PctNotHSGrad.numeric","PctBSorMore.numeric","PctUnemployed.numeric","PctEmploy.numeric","PctEmplManu.numeric","PctEmplProfServ.numeric","PctOccupManu.numeric","PctOccupMgmtProf.numeric","MalePctDivorce.numeric","MalePctNevMarr.numeric","FemalePctDiv.numeric","TotalPctDiv.numeric","PersPerFam.numeric","PctFam2Par.numeric","PctKids2Par.numeric","PctYoungKids2Par.numeric","PctTeen2Par.numeric","PctWorkMomYoungKids.numeric","PctWorkMom.numeric","NumIlleg.numeric","PctIlleg.numeric","NumImmig.numeric","PctImmigRecent.numeric","PctImmigRec5.numeric","PctImmigRec8.numeric","PctImmigRec10.numeric","PctRecentImmig.numeric","PctRecImmig5.numeric","PctRecImmig8.numeric","PctRecImmig10.numeric","PctSpeakEnglOnly.numeric","PctNotSpeakEnglWell.numeric","PctLargHouseFam.numeric","PctLargHouseOccup.numeric","PersPerOccupHous.numeric","PersPerOwnOccHous.numeric","PersPerRentOccHous.numeric","PctPersOwnOccup.numeric","PctPersDenseHous.numeric","PctHousLess3BR.numeric","MedNumBR.numeric","HousVacant.numeric","PctHousOccup.numeric","PctHousOwnOcc.numeric","PctVacantBoarded.numeric","PctVacMore6Mos.numeric","MedYrHousBuilt.numeric","PctHousNoPhone.numeric","PctWOFullPlumb.numeric","OwnOccLowQuart.numeric","OwnOccMedVal.numeric","OwnOccHiQuart.numeric","RentLowQ.numeric","RentMedian.numeric","RentHighQ.numeric","MedRent.numeric","MedRentPctHousInc.numeric","MedOwnCostPctInc.numeric","MedOwnCostPctIncNoMtg.numeric","NumInShelters.numeric","NumStreet.numeric","PctForeignBorn.numeric","PctBornSameState.numeric","PctSameHouse85.numeric","PctSameCity85.numeric","PctSameState85.numeric","LemasSwornFT.numeric","LemasSwFTPerPop.numeric","PctUsePubTrans.numeric","PolicCars.numeric","PolicOperBudg.numeric","unrelated_column_one","unrelated_column_two"
69452,2.66,5.98763861960421,77.63,0.68079619674633,36.0464865317219,13.1646826804429,35.04,13.0672181876376,8.00993769300791,130530,98.65,29425,80.79,0.648799388843278,48.84,17.4525574375247,13.4910547877258,11.02,34751,12557,14358,10359,11364,4896,5986,11091,7.51752070705639,5.75,10.8714579089917,5.25,4.74,59.7581052572373,41.69,11.6750110037609,14.0734460335939,14.9,12.91,25.1,16.13,13.82,3.01086588368751,74.1353622419084,69.2,75.03,70.27,57.430046304677,49.2953225576831,1739,8.92068898209759,207041,18.6021207128372,31.0498657245259,42.9048063405479,37.5828117454564,3.27315369954798,6.38,15.4842674768747,13.13,91.7535264951317,7.6,7.183154318491,20.8100423486112,2.8127649985378,2.77,2.43,56.5675343414838,6.59676039089759,44.1874083896587,1,612,94.19,62.02,1.69286162469691,16.39,1971,8.37,0.487641525140498,79063,195300,302786,22700,477,670,631,165,469,27.26487414781,25,12.8,301,0,3.42,26.62,51.23,59.74,85.9351059146939,137,128.7,3.24,"0","0"
11818,3.06,0.41,94.45,1.98,1.33,13.368457828861,24.1608244145832,12.77,11.4770996932033,24132,100,55195,79.9984481932898,0.39,68.4044604653679,31.0307481563278,3.06930373780817,16.7450213082965,78453,17313,25034,17496,0,22026,19157,637,3.76,0.909058856653671,9.04143402735082,21.5417927395118,2.65,65.28,29.21,19.42,2.78,44.347481863657,5.34433525891742,28.22,7.32,8.23,3.26,89.6463361494825,90.77,91.8185209358856,88.4362449405366,66.698870614594,74.0963777327351,79,1.23,139,7.5,5.17540590674772,28.3994320343249,21.7837488335619,0.107634076112881,1.63566975257049,0.94,0.28,95.9787855262309,0.4,4.39,2.87680530108667,2.41,2.99,2.03,88.5120764202694,2.19,26.64,3,232,94.15,67.13,1.63506421604892,51.28,1962,1.80249812709402,0.35,230222,204500,168100,44300,403,617,1001,241,651,24.7,20.9,12.7,0,0,8.36830539315086,79.27,68.7743478577421,90.67,93.494792952023,4.7,1835.15393832316,11.91,"0","1"
29281,4.1,27.3641951943003,61.6060314676476,4.39,11.3015868188231,15.81,28.3819819160698,14.31,8.29284351176893,54225,100,23449,82.6264252429238,0.73,24.55,22.46,12.0342645841092,13.825270921269,28025,16281,16534,5689,26954,15426,8174,4367,20.02,19.0227060113684,40.56,15.65,7.19274511786255,68.6632630971936,12.97,25.29,12.9131499647116,18.2539107531697,13.1028459851599,34.42,15.39,12.5309639599842,3.04,62.04,60.26,74.7160399905926,59.0747446248331,47.960452245716,59.09,2848,3.46,1159,16.6151372654115,28.0697686313946,46.5787130586035,42.1563621548486,0.89,12.281462699372,0.35,4.11797813770595,52.85,0.41,5.07,18.27,4.29,2.60660629429854,2.51,51.4,4.94,73.218560831061,3,28795,97.25,53.34,2.42334469586145,43.0145619227675,1965,9.93,0.65,61438,131600,98300,34741,300,443,385,171,468,26.5,24.8804346803731,15.0490764628009,0,17,1.56343033795943,63.6214363369346,56.3079225719611,89.3755639355979,85.4000464761125,1.2,2993.50018134381,0.729095650259405,"1","0"
446966,2.79,12.8526702162685,72.9702175839168,3.76462318059988,2.4104376884317,16.6692237234535,27.0507747719763,11.46,9.73830543028113,509878,100,27469,93.0720019421726,0.61,42.53,17.8139834626236,4.8588038236741,21.12,65842,9862,16296,8824,9230,9078,7657,23105,6.68,4.27252350366209,17.28,40.56,6.76306585992842,62.9267273628681,18.75,16.0352983335336,7.72223870698596,23.96,12.01,57.8217920319791,14.4555600348208,12.71,3.06344536938006,69.275771870447,69.58,77.5470496723677,68.0594685422404,59.9272066183885,72.95,1244,6.06,4885,6.05,21.2783013765421,48.48,56.4758942579331,2.28379120951053,0.88,8.84852592519718,1.02,95.06,0.69,7.52825827675406,3.61119225721341,2.91260067343712,2.95470731972174,2.05,57.8568159337714,4.02,58.0761585003805,3,2739,93.0361065567844,57.7067826970783,0.35,36.1012259681958,1978,3.19,0.16,46900,349500,82600,48048,428,392,633,219,651,26.2,25.8,10.9102878856938,0,3,9.67764585486228,39.3660518704914,46.3105005860321,87.46,77.8117992513487,1572.3589996959,489.9,11.8131972281294,"1","1"
15969,2.43,1.01968822697333,96.9911490766983,1.21,0.71987136987038,8.54515203328027,22.59,12.21,14.1080034353398,11884,100,48176,86.7950967714097,0.33,55.60028781801,28.18,2.35,15.05,69747,18980,26205,28339,22065,15945,16970,387,3.10028945157305,4.39042364379391,7.05328122237232,32.3,2.41,67.25,23.5061407586374,24.19,7.39910863126783,48.15,7.17,28.6390087417668,7.27535018856172,4.41,3.63378087435228,85.7511185166364,84.3719339984935,94.647844023495,89.49,58.3031150218938,56.2188612201499,91,0.98,561,2.22427600337813,9.40919519010621,11.6968936773483,25.97,0.38,0.71,1.77,3.42069088914742,94.08,4.02983244746924,3.26,2.37,2.78,2.87,1.71,68.8495816039465,0.24,15.71,4,496,93.3239068303816,74.47,1.68494806517847,35.2665907831118,1977,0.16,0.15,82034,408675,99096,197906,393,656,675,210,463,30.1,28.9971999363974,13.1,0,0,7.45207536811475,52.23,39.0717414903315,53.88,91.3516989477786,19.2831979484918,1909.5887822353,0.44,"0","1"
34298,2.36,6.28,98.5610921372194,0.773701378231247,1.82,36.5255390826489,39.76,13.9475178070366,11.11,87340,100,34320,74.04,0.41,35.1099236286618,18.7054495531398,3.66,16.8744482479896,38841,8717,9557,15453,7697,4746,528,1390,28.65,3.35206652488559,9.65,33.41,5.14,47.8416510628505,12.7211117584786,21.545979957087,7.57196130305839,36.2190120627545,9.69,18.8635753934334,11.08,13.3559767817209,3.15,78.24,77.5,94.22,80.8759236050149,65.3183267293405,68.12,814,1.18,1074,5.90693599538257,5.7322024008849,65.7037518310268,58.0100474649761,0.215810999562964,0.37,0.444936295949544,0.502607327364385,95.1034727415179,2.46,2,1.47,2.82068407337647,2.68,2.15,80.934270352788,1.41721255018841,50.2314773965441,2,421,92.66,67.1209316190317,1.35,28.4983126527475,1963,1.7370401219589,0.128048158409074,50669,62869,75965,26680,211,290,500,179,545,35.1,21.3270861395635,11.9,0,0,6.32616169974208,56.94,47.0139607926365,56.85,83.923067346802,26.8787362782129,4898.6890586085,0.758071128254135,"0","0"
25095,2.53,0.76,95.7818269427121,1.04230156626552,1.15,12.8659077404129,21.54,8.4984805027737,21.4171073845169,22775,0,30565,68.27,0.33476046200376,38.33,41.8020788780414,8.02,24.5953875630721,24126,12286,14717,7440,7934,60635,4998,3344,9.48,4.13591108373677,26.2601315105955,23.1349055256555,5.79,52.1434609668469,15.9501885427255,24.3046568394406,13.590438254041,21.63,8.17504069047049,23.92,9.66243187411688,9.90436950907732,2.95978550941994,73.0039166167192,77.12005207714,92.52,80.1814511255656,57.9781734187482,74.07,217,0.64,795,4.59,13.6327286716783,2.78,23.94,0,0.567404241046558,0.78,1.49886340990663,93.99,0.71469593739137,3.73694506677799,2.05,2.30812121113297,2.52,2.13935907983221,71.32,1.53,39.0381852925817,3,499,63.7169952661761,60.33,2.26514907924148,54.17,1940,3.01,0.05,35500,92800,66100,26620,185,479,285,285,511,21.4,16.5477963018697,15.5,0,0,0.28,51.09,58.35,76.31,93.17,14.9,471.5,0.91,"0","1"
72216,3.10637126798276,31.6558425679733,57.5579275822205,6.91,19.9500529671647,13.9159494159433,30.79,13.08,6.01186455626196,485562,0,31701,75.99,0.18,34.26,36.45,15.74,13.9,26845,13527,15390,7575,5268,19631,12619,26280,7.27,14.0383133736812,36.9312222234998,18.98,6.2,62.19,15.63,17.45,11.64,28.2408470135694,13.308647793592,44.6531174449871,15.7011407747438,14.96,3.04,63.19,50.9267333114008,56.5637875642891,65.4932589176887,63.3735894959373,68.529247409006,612,3.78,5326,26.48,34.5114293513959,34.03,49.7558429267615,1.86,5.93026369293453,7.13439662049757,13.469727643573,95.1161189366947,2.16,27.96,3.23268046249636,2.45,3.11,2.49,43.0472029746541,4.39,54.7211318582002,2,7663,88.53,57.8818820304338,2.02452168013901,41.7332325064608,1951,9.24651087156264,0.86,62987,82124,77100,73966,532,355,388,187,377,32.2695050293812,25.3,13.2,68,0,10.51,78.9592799413321,51.3128080398566,80.4245796189279,85.3782114077398,15.6174275581104,2582.4,0.11,"0","1"
35976,2.1,4.87107153210168,95.6383405638486,0.36,1.59,6.43,10.55,5.10020590745533,39.16,24747,100,34158,43.7471859006211,0.591153091220185,65.95,60.834265925105,2.91,44.7867718679582,38006,22482,19715,13276,44684,10858,15014,1412,7.38587647194043,12.2124599206323,15.38,9.9,3.93,32.16,7.36,24.9852182693873,9.47,21.46,4.32,12.06,8.03,5.93545775898266,2.37110338023864,77.4627109376155,59.8343732079801,92.59,53.31,49.0037019346825,65.15,163,0.929515089467168,3677,2.05375879457997,3.54,3.54,5.04,0.07,0.24348909017009,0.18,0.380140982723484,90.6719724748656,0.68,1.72,1.44,2.05,1.89752146365121,2.1,79.24,1.44,68.0463565391178,2,1818,73.9,79.73,0.88,43.59,1979,3.7,0.08,93782,168200,225100,110800,240,364,944,675,783,25.6,27.3,11.5,0,0,4.93,14.53,41.11,61.2512716999774,89.78,14.6,616.365834043579,1.29,"0","1"
11936,2.1,6.81322340792666,89.91,1.80395873439809,0.47,8.35,21.4089537988355,8.7,29.71,2466,100,26385,53.87,0.1,40.9663491989672,22.8736432506144,5.12,19.455149439474,31077,9191,18070,7000,12930,9170,5763,5956,8.65,5.31262515569727,25,32.3155721388012,6.9,54.142042959407,8.42,31.8106522935629,11.7529161109527,26.78,12.95,48.491450239867,14.9725748103733,7.65,2.62,64.36,56.58,70.16,70.9387544887761,61.07,78.18,569,1.91228000104427,1376,7.72508357306322,10.43,21.4394224318117,53.2,1.06107900038362,0.664087784029543,2.35,2.54,92.05,0.68,3.36,1.86,2.46,2.56373456738889,2.01,63.1625481341903,3.62,77.62,2,467,81.09,38.65,1.5,35.5259057054917,1962,6.96,0.37,55500,76500,88682,36185,290,424,397,133,507,31.3,19.727799808234,12,0,0,5.76033916660895,31.5676690595845,28.95,49.04,88.24,9.6,2619.8,3.15,"0","1"
19956,2.86829142586949,1.01,97.48,0.796080835632359,0.732892267182469,15.8175917419667,22.1269762472591,11.37,8.70024917501956,11461,100,48483,78.904156537562,1.2385420190574,58.6234398298586,19.4999214762822,4.59,28.2594865562178,60924,13514,8618,5648,0,6784,10595,1424,12.5421447397272,1.49234219487757,15.09,13.76,3.36776262868196,68.34,9.85709499509074,26.79,12.1064225757929,28.4218787833055,6.04,22.1673188797167,6.69008828378283,6.63,2.83303074881745,87.4557399766613,89.6712529990325,96.6853495198675,80.97,65.16,60.7778706528246,79,1.02,1667,21.6,3.67431979723275,17.9021128340624,44.6327986582121,0.52,0.78,0.82,1.71382990591228,90.1444521257281,0.377674068485697,3.63600882651905,3.75,3.83,4.02758060611784,1.93243009502068,87.9599128854927,0.33348922822314,27.1501775081456,3,186,96.38,65.4610984892584,1.6,37.5,1973,0.594025308508428,0.219040390187875,170361,66300,168620,27000,369,647,472,157,416,24.8,20.5,12.6,0,0,1.19,90.4,59.89,80.6592703496106,78.02,22.1,640.59315313194,1.84,"1","0"
180038,3.25068106930703,26.9380308090244,75.3560740358941,4.09767019257881,11.44,16.17,25.5632059682626,14.5774743588455,9.96661862754573,37861,0,40013,83.0411963342285,0.81,35.42,29.3521462921084,9.31663426077925,13.36,45352,16966,11135,12188,10861,18164,9395,14999,11.7537694760412,11.4466531220451,22.4090002214815,13.171958569757,8.08668158296806,60.0012416462973,14.43,14.52,18.2410708777607,23.4100768021122,10.63,35.46,10.2537618254001,9.95584392104608,3.6,80.11,72.1513818652959,87.62,82.6705291111767,54.8919856416651,65.29,534,2.38278001280501,22466,15.847604711866,35.5499264439568,22.9425542097849,46.7902234626468,1.7592805928054,6.18006504121547,9.26,11.2,63.22,11.921986696807,10.4008825620512,11.3383655276926,2.59,3.19,3.35,68.8394324937991,11.2224224550277,39.9,3,772,96.6341797465924,60.04,2.63,58.4452412717727,1962,3.91668051165529,0.63,138500,34741,201000,23968,385,501,898,266,598,29.2,19.6684404300526,14.6654227033257,33,17,7.1012260465386,61.1134541908217,52.5813128979877,88.4,87.02,2.7,7508.5,3.01775039452439,"1","0"
